,"Symbol","Name","Exchange","Sector","industry","dividendRate","exDividendDate","lastSplitDate","lastSplitFactor","Buy","Sell","Hold","Previous_Earnings_Date","Expected","Actual","Surprise","Future Earnings Date","daysSinceLastDividend","BBP","Exponential Moving Average","day1","day2","day3","day4"
1592,"PYPD","PolyPid Ltd.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,0,0,0,"2020-08-18",-0.37,-6.37,-1630.98,,0,-0.675480422770316,,1,1,1,1
1593,"QIWI","QIWI plc","Nasdaq","Miscellaneous","Business Services",0.97,1600646400,0,0,1,0,0,"2020-08-18",23.75,44.19,86.02,,-34,0.217608567482835,1.01694091055149,1,1,1,1
1594,"SMED","Sharps Compliance Corp.","Nasdaq","Basic Industries","Environmental Services",,0,0,0,1,0,0,"2020-08-18",0.01,0.13,1525,"2020-10-21",0,0.575647872205992,1.79565567428902,1,1,1,1
1595,"SUPN","Supernus Pharmaceuticals, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,1,0,0,"2020-08-18",0.42,0.65,54.76,,0,-0.550963637718327,1.02806708424078,1,1,1,1
1596,"SNPS","Synopsys, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,8,0,0,"2020-08-18",1.35,1.74,29.37,"2020-12-02",0,-1.01718595372226,1.41708753937354,1,1,1,1
1597,"TLGT","Teligent, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,1,0.1,0,0,0,"2020-08-18",-1.7,-1.54,9.41,,0,-0.237246718647068,3.80722223388507E-05,1,1,0,1
1598,"XELB","Xcel Brands, Inc","Nasdaq","Miscellaneous","Multi-Sector Companies",,0,0,0,0,0,0,"2020-08-18",0.03,0.06,106.9,,0,0.634795893765049,0.593751702842985,0,0,0,1
1599,"MCF","Contango Oil & Gas Company","AMEX","Energy","Oil & Gas Production",,1354752000,0,0,0,0,0,"2020-08-18","-","-","-","2020-11-19",2812,0.491838642205806,0.711798382003631,1,0,0,0
1600,"GMO","General Moly, Inc","AMEX","Basic Industries","Precious Metals",,0,0,0,0,0,0,"2020-08-18","-","-","-",,0,-0.088607359080273,0.895061689149206,1,1,1,1
1601,"IGC","India Globalization Capital Inc.","AMEX","Technology","Electronic Components",,0,0,0,0,0,0,"2020-08-18","-","-","-",,0,0.131803454853879,0.791561157017165,1,1,1,1
1602,"TMBR","Timber Pharmaceuticals, Inc.","AMEX","Health Care","Major Pharmaceuticals",,0,1,0.083333333333333,0,0,0,"2020-08-18","-","-","-",,0,-0.436939666055499,0.004109214722109,0,1,1,1
1603,"BABA","Alibaba Group Holding Limited","NYSE","Miscellaneous","Business Services",,0,0,0,3,0,1,"2020-08-19",13.77,14.82,7.59,"2020-10-30",0,0.160059045517444,1.33220270872287,0,0,1,1
1604,"BJ","BJ&#39;s Wholesale Club Holdings, Inc.","NYSE","Consumer Services","Department/Specialty Retail Stores",,0,0,0,5,0,3,"2020-08-19",0.6,0.77,27.91,"2020-11-23",0,0.354118157945339,1.73464128084975,0,0,1,1
1605,"CATO","Cato Corporation (The)","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1583452800,0,0,0,0,0,"2020-08-19","-","-","-","2020-11-24",166,0.535695290602043,0.410728213010926,0,1,1,1
1606,"EL","Estee Lauder Companies, Inc. (The)","NYSE","Consumer Non-Durables","Package Goods/Cosmetics",1.92,1598572800,0,0,6,0,1,"2020-08-19",-0.19,-0.53,-174.61,,-9,1.28235967357003,1.04279552228909,1,1,1,1
1607,"FEDU","Four Seasons Education (Cayman) Inc.","NYSE","Consumer Services","Other Consumer Services",,1579132800,0,0,0,0,0,"2020-08-19","-","-","-",,216,-0.325698832135054,0.599975875954351,1,0,0,1
1608,"GFI","Gold Fields Limited","NYSE","Basic Industries","Precious Metals",0.19,1599696000,0,0,1,0,0,"2020-08-19",0.25,"-","-",,-22,-0.531493591524643,2.47979379493128,1,1,1,1
1609,"HMLP","Hoegh LNG Partners LP","NYSE","Consumer Services","Marine Transportation",1.76,1595980800,0,0,0,0,1,"2020-08-19",0.34,0.5,48.37,"2020-11-19",21,0.416290538789543,0.748008686358205,1,1,1,0
1610,"KEYS","Keysight Technologies Inc.","NYSE","Capital Goods","Industrial Machinery/Components",,0,0,0,2,0,0,"2020-08-19",0.83,1.19,42.69,"2020-11-24",0,0.377341913304237,0.928949484318497,1,1,1,1
1611,"LEJU","Leju Holdings Limited","NYSE","Finance","Real Estate",,1428451200,0,0,0,0,0,"2020-08-19",0.05,"-","-",,1960,-0.347285745377223,1.67366489323633,0,0,0,0
1612,"LITB","LightInTheBox Holding Co., Ltd.","NYSE","Consumer Services","Catalog/Specialty Distribution",,0,0,0,0,0,0,"2020-08-19","-","-","-","2020-12-08",0,0.735816800893003,2.18988770797278,1,1,1,1
1613,"MBT","Mobile TeleSystems OJSC","NYSE","Public Utilities","Telecommunications Equipment",1.15,1594166400,0,0,0,0,0,"2020-08-19",10.21,6.62,-35.18,,42,1.20263707461308,1.05610743369049,1,1,1,1
1614,"PGR","Progressive Corporation (The)","NYSE","Finance","Property-Casualty Insurers",0.4,1601942400,0,0,1,0,1,"2020-08-19",1.73,1.84,6.36,"2020-12-14",-48,0.00192542767094,1.28656707958682,1,0,0,1
1615,"MSC","Studio City International Holdings Limited","NYSE","Consumer Services","Hotels/Resorts",,0,0,0,0,0,0,"2020-08-19",-2.84,-1.51,46.94,,0,,,1,0,1,1
1616,"YI","111, Inc.","Nasdaq","Health Care","Medical/Nursing Services",,0,0,0,0,0,0,"2020-08-19","-","-","-","2020-11-12",0,0.123206456460502,1.2909570338577,1,0,1,1
1617,"BVXV","BiondVax Pharmaceuticals Ltd.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,0,"2020-08-19",-0.01,-1.14,-11300,,0,-0.567654345458708,6.65787927583884,0,0,1,1
1618,"CTRN","Citi Trends, Inc.","Nasdaq","Consumer Services","Clothing/Shoe/Accessory Stores",,1583107200,0,0,0,0,0,"2020-08-19","-","-","-","2020-11-24",170,0.99926823139959,0.929587096910332,1,1,1,0
1619,"ENTX","Entera Bio Ltd.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,0,"2020-08-19",-0.12,-0.17,-41.67,,0,-0.702457379156046,0.783933927983629,0,0,0,0
1620,"GAN","GAN Limited","Nasdaq","Technology","Computer Software: Programming, Data Processing",,0,0,0,0,0,0,"2020-08-19",-0.01,-0.33,-2900,,0,-0.403516840045532,,1,1,1,1
1621,"HUIZ","Huize Holding Limited","Nasdaq","Finance","Specialty Insurers",,0,0,0,0,0,0,"2020-08-19","-","-","-",,0,-0.946272818182506,,0,0,1,1
1622,"KE","Kimball Electronics, Inc.","Nasdaq","Technology","Electrical Products",,0,0,0,0,0,0,"2020-08-19",0.2,0.34,70,,0,0.931186879882029,0.779988740837013,0,0,0,0
1623,"LYTS","LSI Industries Inc.","Nasdaq","Consumer Durables","Building Products",0.2,1598572800,0,0,0,0,0,"2020-08-19",-0.05,0.06,220,,-9,0.815711529777813,1.18895881732988,1,0,0,1
1624,"MLCO","Melco Resorts & Entertainment Limited","Nasdaq","Consumer Services","Hotels/Resorts",,1582848000,0,0,1,0,0,"2020-08-19",-0.85,-0.77,9.62,,173,1.05234887799343,0.81675447623761,0,0,0,0
1625,"NKTX","Nkarta, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-19",-6.71,-30.06,-347.99,,0,-0.458529193804867,,1,1,1,1
1626,"OPRA","Opera Limited","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,1,0,0,"2020-08-19",0.01,0.17,1207.69,,0,-0.170226755132553,0.996199979782104,1,1,1,1
1627,"OSIS","OSI Systems, Inc.","Nasdaq","Technology","Semiconductors",,0,0,0,0,0,0,"2020-08-19",1.1,1.22,10.61,,0,0.925200681012524,0.733692367386766,0,1,0,0
1628,"PSTX","Poseida Therapeutics, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,0,"2020-08-19",-1.48,-2.28,-54.05,,0,-0.813078910125535,,1,1,1,0
1629,"ROST","Ross Stores, Inc.","Nasdaq","Consumer Services","Clothing/Shoe/Accessory Stores",,1584316800,0,0,6,0,2,"2020-08-19",-0.27,0.06,122.56,"2020-11-19",156,1.07629671147951,0.7966551168496,0,0,1,1
1630,"XSPA","XpresSpa Group, Inc. ","Nasdaq","Consumer Services","Other Consumer Services",,0,1,0.333333333333333,0,0,0,"2020-08-19","-","-","-",,0,0.028865029903494,0.02055707912447,0,0,0,0
1631,"CEI","Camber Energy, Inc.","AMEX","Energy","Oil & Gas Production",,0,0,0,0,0,0,"2020-08-19","-","-","-",,0,-0.901658353491585,0.856765678047888,1,0,1,0
1632,"BKE","Buckle, Inc. (The)","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1578528000,0,0,0,1,0,"2020-08-20",0.06,0.71,1190.91,"2020-11-20",224,0.55319867167753,0.621645835420281,1,1,0,0
1633,"DE","Deere & Company","NYSE","Capital Goods","Industrial Machinery/Components",3.04,1601337600,0,0,3,1,4,"2020-08-20",1.26,2.57,103.65,"2020-11-25",-40,0.74058366063658,1.05137556564023,1,1,1,1
1634,"DESP","Despegar.com, Corp.","NYSE","Consumer Services","Transportation Services",,0,0,0,0,0,0,"2020-08-20",-0.46,-0.82,-76.34,"2020-11-05",0,0.824565009395615,0.71809928163569,1,0,0,0
1635,"FL","Foot Locker, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",0.6,1602720000,0,0,1,0,6,"2020-08-20",0.69,0.71,2.9,"2020-11-20",-56,0.031050592347363,0.746700376217727,0,0,0,0
1636,"NM","Navios Maritime Holdings Inc.","NYSE","Transportation","Marine Transportation",,1442361600,0,0,0,0,0,"2020-08-20","-","-","-",,1800,-0.575876423205736,0.413505758613856,0,0,0,0
1637,"UI","Ubiquiti Inc.","NYSE","Technology","Radio And Television Broadcasting And Communications Equipment",1.6,1598572800,0,0,0,0,0,"2020-08-20",1.37,1.46,6.65,"2020-11-06",-8,0.161212096274124,0.948471769802569,0,0,0,0
1638,"BZUN","Baozun Inc.","Nasdaq","Consumer Services","Catalog/Specialty Distribution",,0,0,0,0,0,1,"2020-08-20",1.61,2.43,51.21,"2020-11-19",0,-0.164029498489067,1.12004409707246,0,1,1,1
1639,"JBSS","John B. Sanfilippo & Son, Inc.","Nasdaq","Consumer Non-Durables","Specialty Foods",0.65,1596672000,0,0,0,0,0,"2020-08-20",0.91,0.89,-2.2,,14,0.675071578759974,0.920266507564027,0,0,1,1
1640,"KOSS","Koss Corporation","Nasdaq","Consumer Non-Durables","Consumer Electronics/Appliances",,1395878400,0,0,0,0,0,"2020-08-20","-","-","-",,2338,0.202893438248243,1.37351592059072,0,1,1,1
1641,"MMYT","MakeMyTrip Limited","Nasdaq","Consumer Services","Transportation Services",,0,0,0,0,0,0,"2020-08-20",-0.5,-0.32,36,,0,-0.434973679858146,0.599778927148235,0,0,0,0
1642,"GRIL","Muscle Maker, Inc","Nasdaq","Consumer Services","Restaurants",,0,0,0,0,0,0,"2020-08-20","-","-","-",,0,0.675132895136432,,1,1,1,1
1643,"PDD","Pinduoduo Inc.","Nasdaq","Miscellaneous","Business Services",,0,0,0,3,0,3,"2020-08-20",-1.4,-0.06,95.72,,0,0.183044190486799,2.3922142712224,0,1,1,1
1644,"GASS","StealthGas, Inc.","Nasdaq","Transportation","Marine Transportation",,1235606400,0,0,0,0,0,"2020-08-20",0.02,0.25,1150,"2020-11-19",4193,-0.319038145372925,0.688983872918957,1,1,0,1
1645,"VSTA","Vasta Platform Limited","Nasdaq","Consumer Services","Other Consumer Services",,0,0,0,,,,"2020-08-20","-","-","-",,0,,,1,0,0,0
1646,"MTA","Metalla Royalty & Streaming Ltd.","AMEX","Basic Industries","Precious Metals",0.03,1588204800,0,0,0,0,0,"2020-08-20",-0.01,-0.04,-300,,112,0.68820939204447,2.11161942692183,0,0,0,0
1647,"RHE","Regional Health Properties, Inc.","AMEX","Health Care","Hospital/Nursing Management",,1444694400,0,0,0,0,0,"2020-08-20","-","-","-",,1773,0.910681874750182,1.19411764688695,0,0,0,0
1648,"CAAP","Corporacion America Airports SA","NYSE","Transportation","Aerospace",,0,0,0,0,0,0,"2020-08-21",-0.53,-0.07,86.79,,0,-0.356406855612171,0.670946480113851,0,0,0,0
1649,"XYF","X Financial","NYSE","Finance","Finance: Consumer Services",,1554336000,0,0,0,0,0,"2020-08-21","-","-","-",,505,-0.469161757789305,0.452808992827486,1,1,1,1
1650,"ATHM","Autohome Inc.","NYSE","Technology","EDP Services",0.77,1586822400,0,0,0,0,0,"2020-08-24",7.12,7.36,3.31,"2020-11-03",132,0.578855201143818,1.26514195377724,0,0,0,0
1651,"BMO","Bank Of Montreal","NYSE","Finance","Commercial Banks",3.21,1604016000,0,0,0,0,0,"2020-08-24",1.71,1.85,8.12,,-67,0.761729636328398,0.787313769401136,0,0,0,0
1652,"BNS","Bank of Nova Scotia (The)","NYSE","Finance","Major Banks",2.72,1601856000,0,0,0,0,1,"2020-08-24",1.11,1.04,-6.47,,-42,0.50417638749829,0.781352298227569,0,0,0,0
1653,"BBY","Best Buy Co., Inc.","NYSE","Consumer Services","Consumer Electronics/Video Chains",2.2,1600041600,0,0,3,0,2,"2020-08-24",1.08,1.71,58.92,"2020-11-24",-21,0.972160813625976,1.42677172909787,0,1,1,1
1654,"FINV","FinVolution Group","NYSE","Finance","Finance: Consumer Services",0.12,1586131200,0,0,0,0,0,"2020-08-24","-","-","-",,140,0.971013005848169,1.00712256256376,0,0,1,0
1655,"SUPV","Grupo Supervielle S.A.","NYSE","Finance","Commercial Banks",0.04,1590537600,0,0,0,0,0,"2020-08-24",0.19,0.22,11.92,,89,-0.914349639993329,1.00872475019414,0,0,1,0
1656,"HPE","Hewlett Packard Enterprise Company","NYSE","Technology","Retail: Computer Software & Peripheral Equipment",0.48,1599523200,0,0,0,0,1,"2020-08-24",0.23,0.32,40.35,"2020-11-23",-15,-0.795091954147518,0.572578798044697,0,0,0,0
1657,"HRL","Hormel Foods Corporation","NYSE","Consumer Non-Durables","Meat/Poultry/Fish",0.93,1594339200,0,0,0,0,0,"2020-08-24",0.35,0.37,7.25,"2020-11-24",45,0.854093002005571,1.22133433121403,1,1,1,1
1658,"SJM","J.M. Smucker Company (The)","NYSE","Consumer Non-Durables","Packaged Foods",3.6,1597276800,0,0,0,3,3,"2020-08-24",1.67,2.37,41.58,"2020-11-20",11,0.638505319755626,1.0732584823011,1,0,0,0
1659,"MDT","Medtronic plc","NYSE","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",2.32,1600905600,0,0,0,0,0,"2020-08-24",0.18,0.62,246.37,"2020-11-24",-31,0.825829412101534,0.903953181061874,0,0,0,0
1660,"JWN","Nordstrom, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1583712000,0,0,1,0,2,"2020-08-24",-1.48,-1.62,-9.24,"2020-11-19",168,0.710401628760805,0.424831892609002,0,0,0,0
1661,"OOMA","Ooma, Inc.","NYSE","Technology","EDP Services",,0,0,0,0,0,0,"2020-08-24",0.07,0.13,78.08,,0,1.36966056527797,1.25902511824145,1,0,0,0
1662,"PSTG","Pure Storage, Inc. ","NYSE","Technology","Electronic Components",,0,0,0,1,0,2,"2020-08-24",0.01,0.06,1100,"2020-11-19",0,-1.12125761277004,1.00099940693905,0,0,1,1
1663,"CRM","Salesforce.com Inc","NYSE","Technology","Computer Software: Prepackaged Software",,0,0,0,4,1,0,"2020-08-24",0.67,1.44,116.22,"2020-12-01",0,0.145903574622353,1.20971694794917,1,1,1,1
1664,"TOL","Toll Brothers, Inc.","NYSE","Capital Goods","Homebuilding",0.44,1594252800,0,0,3,1,3,"2020-08-24",0.71,0.9,27.48,"2020-12-07",46,1.13448044892997,0.991579063739434,1,1,1,1
1665,"AKTS","Akoustis Technologies, Inc.","Nasdaq","Public Utilities","Telecommunications Equipment",,0,0,0,0,0,0,"2020-08-24",-0.22,-0.27,-22.73,,0,-0.064755557189078,1.06919659354148,0,1,1,1
1666,"AMWD","American Woodmark Corporation","Nasdaq","Basic Industries","Forest Products",,1307577600,0,0,1,0,0,"2020-08-24",1.33,1.66,25,"2020-11-24",3364,0.727657924769631,0.812785957761808,0,0,0,1
1667,"ADSK","Autodesk, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,1111449600,0,0,16,0,3,"2020-08-24",0.9,0.98,9.25,"2020-11-24",5634,0.24288148124945,1.40914057577652,1,1,1,1
1668,"BLI","Berkeley Lights, Inc.","Nasdaq","Capital Goods","Biotechnology: Laboratory Analytical Instruments",,0,0,0,2,0,1,"2020-08-24",-0.19,-4.25,-2136.84,,0,-0.104112583099298,,0,0,1,1
1669,"PLCE","Children&#39;s Place, Inc. (The)","Nasdaq","Consumer Services","Clothing/Shoe/Accessory Stores",,1576195200,0,0,0,0,1,"2020-08-24",-1.14,-1.48,-30.28,"2020-12-09",255,0.050978837060826,0.393326812518083,0,0,0,0
1670,"EH","EHang Holdings Limited","Nasdaq","Transportation","Air Freight/Delivery Services",,0,0,0,0,0,0,"2020-08-24",-0.03,-0.02,33.33,,0,-0.145037570276087,,0,0,0,0
1671,"IMMP","Immutep Limited","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-24","-","-","-",,0,-0.22230168232545,0.77624521067547,1,1,1,1
1672,"INTU","Intuit Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",2.36,1594252800,0,0,0,0,0,"2020-08-24",1.05,1.81,72.22,"2020-11-19",46,0.353616507074109,1.19129277558746,1,1,1,1
1673,"ITRN","Ituran Location and Control Ltd.","Nasdaq","Technology","Electronic Components",,1584921600,0,0,0,0,1,"2020-08-24",0.22,0.34,54.55,,154,0.198463161196279,0.614231423576321,0,0,0,0
1674,"PINC","Premier, Inc.","Nasdaq","Consumer Services","Other Consumer Services",0.76,1598832000,0,0,0,0,1,"2020-08-24",0.61,0.58,-4.29,,-7,0.223370263033021,0.951212861644131,1,0,0,0
1675,"HAIN","The Hain Celestial Group, Inc.","Nasdaq","Consumer Non-Durables","Packaged Foods",,0,0,0,0,0,0,"2020-08-24",0.27,0.32,17.22,,0,0.462189046733857,1.35451008687268,1,0,0,1
1676,"TRIB","Trinity Biotech plc","Nasdaq","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",,1433462400,0,0,0,0,0,"2020-08-24","-","-","-",,1907,-0.835018742714672,2.37755775336046,0,1,0,0
1677,"URBN","Urban Outfitters, Inc.","Nasdaq","Consumer Services","Clothing/Shoe/Accessory Stores",,0,0,0,0,1,0,"2020-08-24",-0.4,0.35,187.94,"2020-11-23",0,0.601461756061106,0.707946326343708,0,0,0,0
1678,"VVPR","VivoPower International PLC","Nasdaq","Public Utilities","Power Generation",,0,0,0,0,0,0,"2020-08-24","-","-","-",,0,1.40816250827733,1.94818375927358,1,1,1,0
1679,"YJ","Yunji Inc.","Nasdaq","Consumer Services","Other Specialty Stores",,0,0,0,0,0,0,"2020-08-24",0.3,0.01,-96.67,,0,0.794235626427881,0.689124997456868,1,1,0,0
1680,"ELMD","Electromed, Inc.","AMEX","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",,0,0,0,0,0,0,"2020-08-24",-0.15,0.04,126.67,,0,0.222565140516318,1.87838241262594,0,0,0,0
1681,"PLAN","Anaplan, Inc.","NYSE","Technology","Computer Software: Prepackaged Software",,0,0,0,2,0,1,"2020-08-25",-0.12,-0.04,66.94,"2020-11-19",0,1.17290633501403,0.860315979936928,0,0,1,0
1682,"BOX","Box, Inc.","NYSE","Technology","Computer Software: Prepackaged Software",,0,0,0,3,0,0,"2020-08-25",0.12,0.18,45.16,"2020-11-24",0,0.137348743028847,1.07891118915761,1,1,0,1
1683,"CHS","Chico&#39;s FAS, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1584057600,0,0,0,0,0,"2020-08-25",-0.25,-0.4,-56.86,"2020-11-24",165,0.077079081492217,0.359447462268058,1,0,0,0
1684,"LFC","China Life Insurance Company Limited","NYSE","Finance","Life Insurance",0.52,1593993600,0,0,0,0,0,"2020-08-25","-","-","-",,50,1.00854274338057,0.980186723881802,0,0,0,0
1685,"CCM","Concord Medical Services Holdings Limited","NYSE","Health Care","Medical/Nursing Services",,1450828800,0,0,0,0,0,"2020-08-25","-","-","-","2020-10-27",1707,1.03533667922034,0.661818179217252,0,0,0,0
1686,"DY","Dycom Industries, Inc.","NYSE","Basic Industries","Water Supply",,0,0,0,0,0,0,"2020-08-25",0.68,1.18,74.3,"2020-11-24",0,0.583168094175582,0.908501836158741,0,0,0,1
1687,"EV","Eaton Vance Corporation","NYSE","Finance","Investment Managers",1.5,1596067200,0,0,1,0,1,"2020-08-25",0.78,0.82,4.99,"2020-11-24",26,0.541607547983947,0.80270389723429,1,0,0,1
1688,"ESTC","Elastic N.V.","NYSE","Technology","Computer Software: Prepackaged Software",,0,0,0,3,0,0,"2020-08-25",-0.18,0.06,133.33,,0,0.29589596133777,1.1602246693897,1,1,1,1
1689,"EXPR","Express, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1292284800,0,0,0,0,0,"2020-08-25",-1.16,-1.48,-27.59,"2020-12-03",3542,0.257589040941717,0.323433239161245,0,0,0,0
1690,"CO","Global Cord Blood Corporation","NYSE","Finance","Business Services",,1532995200,0,0,0,0,0,"2020-08-25","-","-","-",,756,-0.111482602694379,0.757152918584475,1,0,0,1
1691,"GEF","Greif, Inc.","NYSE",,,1.76,1600214400,0,0,0,0,0,"2020-08-25",0.85,0.85,-0.35,"2020-12-02",-22,0.448689236202324,0.948985957357811,0,0,0,0
1692,"HEI","Heico Corporation","NYSE","Capital Goods","Aerospace",0.16,1593475200,0,0,0,0,2,"2020-08-25","-","-","-","2020-12-14",56,0.63537938011647,0.789142791553137,1,1,1,1
1693,"KNOP","KNOT Offshore Partners LP","NYSE","Consumer Services","Marine Transportation",2.08,1595980800,0,0,0,0,0,"2020-08-25",0.57,0.66,14.78,"2020-11-18",27,-0.550146516352696,0.775582320675091,0,0,0,0
1694,"LCI","Lannett Co Inc","NYSE","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-25",0.29,0.31,6.9,"2020-11-04",0,0.209466766563948,0.665138287289742,1,0,0,0
1695,"NOAH","Noah Holdings Ltd.","NYSE","Finance","Investment Managers",,1363564800,0,0,0,0,0,"2020-08-25","-","-","-",,2717,0.094994795234188,0.993430563803387,0,1,0,0
1696,"REX","REX American Resources Corporation","NYSE","Basic Industries","Major Chemicals",,0,0,0,0,0,0,"2020-08-25",-0.26,-0.28,-7.69,,0,1.06855204427294,0.788930723066556,1,0,0,0
1697,"WSM","Williams-Sonoma, Inc.","NYSE","Consumer Services","Home Furnishings",1.92,1603324800,0,0,3,4,1,"2020-08-25",1,1.8,79.1,"2020-11-19",-58,0.787886923168352,1.35064841882624,0,0,1,1
1698,"AMSWA","American Software, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",0.44,1605744000,0,0,0,0,0,"2020-08-25",0.04,0.06,50,,-86,0.626933558417638,1.07228294929955,1,1,0,1
1699,"BILI","Bilibili Inc.","Nasdaq","Technology","EDP Services",,0,0,0,0,0,0,"2020-08-25",-1.53,-1.35,11.94,,0,0.748650359041082,2.58058706324391,0,0,0,1
1700,"BFRA","Biofrontera AG","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-25",-0.16,"-",98.13,,0,-0.054051736171501,1.23138865461552,0,0,0,0
1701,"BLCT","BlueCity Holdings Limited","Nasdaq","Technology","EDP Services",,0,0,0,0,0,0,"2020-08-25",-0.22,-0.1,54.55,,0,0.064468563886358,,0,1,0,0
1702,"CLCT","Collectors Universe, Inc.","Nasdaq","Miscellaneous","Business Services",0.7,1597276800,0,0,0,0,0,"2020-08-25","-","-","-","2020-10-29",12,0.577043901952963,1.54107461502268,1,1,1,1
1703,"DAKT","Daktronics, Inc.","Nasdaq","Consumer Durables","Miscellaneous manufacturing industries",0.2,1583452800,0,0,0,0,0,"2020-08-25",0.06,0.17,183.33,"2020-11-25",172,-0.612305571643283,0.618211892349696,0,0,0,0
1704,"EDAP","EDAP TMS S.A.","Nasdaq","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",,0,0,0,0,0,0,"2020-08-25",-0.06,-0.01,84.62,"2020-11-11",0,0.358927803923025,0.686075980416813,1,1,1,0
1705,"GGAL","Grupo Financiero Galicia S.A.","Nasdaq","Finance","Commercial Banks",,1557878400,0,0,0,1,0,"2020-08-25",0.88,0.59,-33.67,,468,-1.06566678692807,0.912282036848754,0,0,0,0
1706,"MESO","Mesoblast Limited","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,1,0,0,"2020-08-25",-0.16,-0.31,-93.75,,0,0.885688243177068,2.55231937432379,0,0,0,0
1707,"NTAP","NetApp, Inc.","Nasdaq","Technology","Electronic Components",1.92,1602115200,0,0,1,2,1,"2020-08-25",0.41,0.73,79.36,"2020-12-01",-44,-0.908909828321152,0.699563787033124,1,1,1,1
1708,"PNBK","Patriot National Bancorp Inc.","Nasdaq","Finance","Major Banks",0.04,1575590400,0,0,0,0,0,"2020-08-25","-","-","-",,263,-0.09980914444556,0.534795857953683,1,1,1,0
1709,"PAHC","Phibro Animal Health Corporation","Nasdaq","Health Care","Major Pharmaceuticals",0.48,1598918400,0,0,0,0,0,"2020-08-25",0.22,0.17,-22.37,"2020-11-02",-7,-0.545361819179878,0.894370069881508,0,1,1,1
1710,"PSEC","Prospect Capital Corporation","Nasdaq",,,0.72,1601337600,0,0,0,0,0,"2020-08-25",0.17,0.16,-3.03,"2020-11-04",-35,0.551411771267965,0.856052350269314,1,1,0,1
1711,"QADA","QAD Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",0.29,1592956800,0,0,2,0,0,"2020-08-25",0.08,0.2,156.41,,62,0.733191275877023,0.841400570089941,1,1,1,1
1712,"QADB","QAD Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",0.24,1592956800,0,0,2,0,0,"2020-08-25",0.02,1.19,5850,,62,,,1,1,1,1
1713,"RAVN","Raven Industries, Inc.","Nasdaq","Capital Goods","Specialty Chemicals",,1594857600,0,0,0,0,0,"2020-08-25",0.04,0.16,272.09,"2020-11-24",40,0.606962865530591,0.6877546255607,1,1,1,1
1714,"SMTC","Semtech Corporation","Nasdaq","Technology","Semiconductors",,336960000,0,0,6,0,0,"2020-08-25",0.42,0.43,3.61,"2020-12-02",14599,0.466271535183678,1.18066689339693,0,0,0,1
1715,"SPLK","Splunk Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,6,0,0,"2020-08-25",-0.33,-0.33,-0.3,"2020-11-19",0,-0.340751189844403,1.3645240559675,0,1,1,1
1716,"XNET","Xunlei Limited","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-08-25","-","-","-",,0,0.294748765675304,0.778149626809212,0,0,0,0
1717,"CVU","CPI Aerostructures, Inc.","AMEX","Capital Goods","Military/Government/Technical",,0,0,0,0,0,0,"2020-08-25","-","-","-",,0,-0.282889806227949,0.46535581205347,0,0,0,0
1718,"ANF","Abercrombie & Fitch Company","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,1583366400,0,0,0,0,0,"2020-08-26",-0.83,0.23,127.64,"2020-11-24",174,0.148039085354798,0.641583612001094,0,0,1,1
