,"Symbol","Name","Exchange","Sector","industry","dividendRate","exDividendDate","lastSplitDate","lastSplitFactor","Buy","Sell","Hold","Previous_Earnings_Date","Expected","Actual","Surprise","Future Earnings Date","daysSinceLastDividend","BBP","Exponential Moving Average","day1","day2","day3","day4"
423,"FRC","FIRST REPUBLIC BANK","NYSE",,,0.8,1595980800,0,0,4,1,6,"2020-07-13",1.17,1.4,19.97,"2020-10-13",-16,-0.361982069382549,0.996248442490172,0,0,0,0
424,"IVC","Invacare Corporation","NYSE","Health Care","Industrial Specialties",,1585785600,0,0,0,0,0,"2020-07-13",-0.35,-0.21,40,"2020-11-04",102,-0.25464507772567,0.683731264229939,0,0,0,0
425,"JPM","J P Morgan Chase & Co","NYSE","Finance","Major Banks",3.6,1593648000,0,0,4,0,2,"2020-07-13",1.04,1.38,32.56,"2020-10-13",11,-0.255100468276669,0.76070063906518,0,0,0,1
426,"WFC","Wells Fargo & Company","NYSE","Finance","Major Banks",0.4,1596672000,0,0,2,2,7,"2020-07-13",-0.2,-0.66,-230,"2020-10-14",-24,-0.45275384932372,0.514530899337464,0,0,0,0
427,"WIT","Wipro Limited","NYSE","Technology","EDP Services",,1579824000,0,0,0,0,0,"2020-07-13",0.05,0.06,10,,171,0.363729282846648,0.902791340603406,1,0,0,1
428,"FAST","Fastenal Company","Nasdaq","Consumer Services","RETAIL: Building Materials",1,1595808000,0,0,3,0,4,"2020-07-13",0.36,0.42,16.99,"2020-10-13",-14,1.01008294061952,1.20134932559061,0,0,0,0
429,"KRUS","Kura Sushi USA, Inc.","Nasdaq","Consumer Services","Restaurants",,0,0,0,1,0,1,"2020-07-13",-0.8,-1.1,-37.5,,0,-0.439536251392901,0.620468292710222,0,0,0,0
430,"LOOP","Loop Industries, Inc.","Nasdaq","Basic Industries","Major Chemicals",,0,0,0,0,0,0,"2020-07-13",-0.1,-0.1,"-",,0,-0.483432915776792,0.901561961830546,1,1,0,1
431,"NCNO","nCino, Inc.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-07-13","-","-","-","2020-09-09",0,,,0,0,0,0
432,"VOXX","VOXX International Corporation","Nasdaq","Technology","Electronic Components",,0,0,0,0,0,0,"2020-07-13","-","-","-",,0,-0.143144422860183,1.23956039318768,0,0,0,1
433,"WTFCM","Wintrust Financial Corporation","Nasdaq","Finance","Major Banks",1.64,1601424000,0,0,1,0,3,"2020-07-13","-","-","-","2020-10-14",-79,0.844302469581794,0.920907272647807,1,0,0,0
434,"AA","Alcoa Corporation","NYSE","Basic Industries","Aluminum",,0,0,0,3,0,5,"2020-07-14",-0.38,-0.02,94.81,"2020-10-14",0,-0.221885211231034,0.559654249211516,0,0,1,1
435,"GS","Goldman Sachs Group, Inc. (The)","NYSE","Finance","Investment Bankers/Brokers/Service",5,1598832000,0,0,4,0,5,"2020-07-14",3.79,6.26,65.39,"2020-10-13",-48,-0.225775430413215,0.924098051462882,1,0,1,1
436,"INFY","Infosys Limited","NYSE","Technology","EDP Services",0.25,1590710400,0,0,1,0,1,"2020-07-14",0.12,0.13,11.97,,46,1.14991943230217,0.993157451912792,1,0,1,1
437,"PNC","PNC Financial Services Group, Inc. (The)","NYSE","Finance","Major Banks",4.6,1594857600,0,0,1,1,4,"2020-07-14",0.51,8.4,1534.24,"2020-10-14",-2,-0.654061531207158,0.707379914914203,1,0,1,1
438,"BK","The Bank Of New York Mellon Corporation ","NYSE","Finance","Major Banks",1.24,1595548800,0,0,2,2,3,"2020-07-14",0.91,1.01,10.62,"2020-10-16",-10,-0.282100050944582,0.788974284164609,1,0,1,1
439,"USB","U.S. Bancorp","NYSE","Finance","Major Banks",1.68,1593388800,0,0,4,3,3,"2020-07-14",0.22,0.41,84.68,"2020-10-14",15,-0.614518159766897,0.638511884927319,0,0,1,1
440,"UNH","UnitedHealth Group Incorporated","NYSE","Health Care","Medical Specialities",5,1599782400,0,0,6,0,1,"2020-07-14",5.28,7.12,34.93,"2020-10-13",-59,0.228176824635651,1.05659243038511,1,0,0,1
441,"ASML","ASML Holding N.V.","Nasdaq","Technology","Industrial Machinery/Components",2.92,1587686400,0,0,2,0,0,"2020-07-14",1.47,1.97,34.01,,81,0.838383236009095,1.3599289992323,1,1,1,1
442,"CNBKA","Century Bancorp, Inc.","Nasdaq","Finance","Major Banks",0.56,1596153600,0,0,0,0,0,"2020-07-14","-","-","-","2020-10-06",-17,-0.55892256060213,0.854262957558693,1,0,1,1
443,"CTBI","Community Trust Bancorp, Inc.","Nasdaq","Finance","Major Banks",1.54,1600041600,0,0,0,0,0,"2020-07-14",0.38,1.11,192.11,"2020-10-14",-62,-0.584428754894707,0.731053994482528,0,0,0,1
444,"FLXN","Flexion Therapeutics, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,3,0,0,"2020-07-14",-0.65,-0.76,-16.92,,0,-0.118419603643535,0.701108620423891,1,0,0,0
445,"JCTCF","Jewett-Cameron Trading Company","Nasdaq","Consumer Services","RETAIL: Building Materials",,0,0,0,0,0,0,"2020-07-14","-","-","-",,0,-0.214470467565257,0.848708335558574,0,0,0,0
446,"PIXY","ShiftPixy, Inc.","Nasdaq","Technology","Diversified Commercial Services",,0,0,0,0,0,0,"2020-07-14","-","-","-",,0,-0.405184755213913,0.526733336448669,0,1,0,0
447,"SNBR","Sleep Number Corporation","Nasdaq","Consumer Durables","Home Furnishings",,0,0,0,1,0,1,"2020-07-14",-0.67,-0.45,32.74,"2020-10-13",0,1.00559678488129,0.853875430869277,1,1,1,1
448,"THTX","Theratechnologies Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,1,0,0,"2020-07-14",-0.05,-0.08,-60,,0,0.137655670230502,0.679598651162176,1,1,1,1
449,"UBFO","United Security Bancshares","Nasdaq","Finance","Major Banks",0.44,1593648000,0,0,0,0,0,"2020-07-14","-","-","-","2020-10-14",12,-0.220736096421867,0.637228386814821,0,0,0,0
450,"PLG","Platinum Group Metals Ltd.","AMEX","Basic Industries","Precious Metals",,0,0,0,0,0,0,"2020-07-14","-","-","-",,0,-0.105401418541609,1.12348481311341,1,1,0,0
451,"TRX","Tanzanian Gold Corporation","AMEX","Basic Industries","Precious Metals",,0,0,0,0,0,0,"2020-07-14","-","-","-",,0,1.37125005663159,1.17316017744948,0,0,0,0
452,"ABT","Abbott Laboratories","NYSE","Health Care","Major Pharmaceuticals",1.44,1594684800,0,0,8,0,0,"2020-07-15",0.42,0.57,34.43,"2020-10-14",1,0.641938167758359,1.08744904038812,1,1,1,1
453,"BMI","Badger Meter, Inc.","NYSE","Capital Goods","Industrial Machinery/Components",0.72,1598486400,0,0,0,0,2,"2020-07-15",0.35,0.33,-4.35,"2020-10-15",-43,-0.015622578240619,1.02927717299135,0,0,0,1
454,"BAC","Bank of America Corporation","NYSE","Finance","Major Banks",0.72,1599091200,0,0,2,0,3,"2020-07-15",0.27,0.37,38.58,"2020-10-14",-50,-0.59630413475094,0.732888125918225,0,1,1,1
455,"FNB","F.N.B. Corporation","NYSE","Finance","Major Banks",0.48,1599091200,0,0,0,0,0,"2020-07-15",0.12,0.26,109.68,"2020-10-15",-50,-0.690745208782085,0.607639610757937,0,1,1,1
456,"HIG","Hartford Financial Services Group, Inc. (The)","NYSE","Finance","Property-Casualty Insurers",1.3,1598832000,0,0,4,0,0,"2020-07-15",1.22,1.22,"-","2020-11-02",-47,-0.480633868510607,0.641796807929756,0,0,0,1
457,"JNJ","Johnson & Johnson","NYSE","Health Care","Major Pharmaceuticals",4.04,1598227200,0,0,3,0,1,"2020-07-15",1.5,1.67,11.71,"2020-10-13",-40,0.262335344874288,1.05310757637546,0,0,1,1
458,"MS","Morgan Stanley","NYSE","Finance","Investment Bankers/Brokers/Service",1.4,1596067200,0,0,4,0,1,"2020-07-15",1.12,1.96,75.47,"2020-10-15",-15,0.64360195439982,0.977330644516982,0,1,1,1
459,"PPG","PPG Industries, Inc.","NYSE","Basic Industries","Paints/Coatings",2.16,1596758400,0,0,6,0,6,"2020-07-15",0.71,0.99,39.24,"2020-10-15",-23,0.305114508398772,0.833867279489971,0,1,1,1
460,"SON","Sonoco Products Company","NYSE","Consumer Durables","Containers/Packaging",1.72,1596758400,0,0,2,0,3,"2020-07-15",0.77,0.79,2.6,"2020-10-22",-23,-0.088307664260596,0.883475997242622,0,1,1,1
461,"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","NYSE","Technology","Semiconductors",1.7,1600300800,0,0,0,0,0,"2020-07-15",0.77,0.78,1.69,,-64,1.25790284979436,1.11885625163661,1,1,1,1
462,"SCHW","The Charles Schwab Corporation","NYSE","Finance","Investment Bankers/Brokers/Service",0.72,1596672000,0,0,3,0,8,"2020-07-15",0.53,0.48,-9.09,"2020-10-13",-22,-0.188773240051939,0.71760615636986,0,1,1,1
463,"TFC","Truist Financial Corporation","NYSE","Finance","Major Banks",1.8,1597276800,0,0,5,0,2,"2020-07-15",0.72,0.82,13.89,"2020-10-15",-29,-0.753989425003213,0.69687297214745,0,0,1,0
464,"WAL","Western Alliance Bancorporation","NYSE","Finance","Major Banks",1,1589414400,0,0,2,0,4,"2020-07-15",0.79,0.93,18.47,"2020-10-15",62,-0.657400396957427,0.717387623222664,0,0,1,0
465,"WNS","WNS (Holdings) Limited","NYSE","Miscellaneous","Business Services",,0,0,0,3,0,1,"2020-07-15",0.14,0.5,249.65,"2020-10-15",0,0.449444034968512,0.877278323578729,0,0,0,0
466,"AEHR","Aehr Test Systems","Nasdaq","Capital Goods","Electrical Products",,0,0,0,0,0,0,"2020-07-15",-0.03,-0.03,"-","2020-10-01",0,-0.166085712445131,1.03052633516236,0,1,0,0
467,"AMRB","American River Bankshares","Nasdaq","Finance","Major Banks",0.28,1595894400,0,0,0,0,0,"2020-07-15",0.23,0.3,30.43,,-13,-0.208713494551063,0.704240612078035,0,0,1,0
468,"ANGO","AngioDynamics, Inc.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,0,0,0,"2020-07-15",-0.06,-0.06,-5.26,"2020-10-01",0,-0.17747286029276,0.64854887543257,0,1,1,0
469,"BANF","BancFirst Corporation","Nasdaq","Finance","Major Banks",1.36,1601337600,0,0,0,0,0,"2020-07-15",0.48,0.63,31.25,"2020-10-15",-76,-0.6636980808458,0.660469150830247,0,0,1,1
470,"CZNC","Citizens & Northern Corp","Nasdaq","Finance","Major Banks",1.08,1595548800,0,0,0,0,0,"2020-07-15",0.31,0.45,45.16,"2020-10-14",-9,-0.843327728023943,0.741516519502143,0,0,0,1
471,"EDUC","Educational Development Corporation","Nasdaq","Consumer Durables","Consumer Specialties",0.24,1597795200,0,0,0,0,0,"2020-07-15","-","-","-",,-35,0.584157777491154,1.37812038937785,0,1,1,1
472,"FEIM","Frequency Electronics, Inc.","Nasdaq","Capital Goods","Electrical Products",,1355961600,0,0,0,0,0,"2020-07-15","-","-","-",,2764,0.310550687403552,0.883839383187241,1,1,1,1
473,"GBDC","Golub Capital BDC, Inc.","Nasdaq",,,1.16,1599177600,0,0,0,0,1,"2020-07-15",0.27,0.28,3.7,"2020-11-23",-51,-0.367899451236418,0.703646363409904,0,0,0,1
474,"HTLD","Heartland Express, Inc.","Nasdaq","Transportation","Trucking Freight/Courier Services",0.08,1592438400,0,0,1,1,0,"2020-07-15",0.14,0.24,73.91,,27,0.851484538102597,0.977790041624586,0,0,0,0
475,"HOMB","Home BancShares, Inc.","Nasdaq","Finance","Major Banks",0.52,1597104000,0,0,1,0,1,"2020-07-15",0.26,0.38,44.49,"2020-10-15",-27,-0.5346244118914,0.806153063045503,0,1,1,1
476,"IIIN","Insteel Industries, Inc.","Nasdaq","Capital Goods","Steel/Iron Ore",0.12,1599696000,0,0,0,0,1,"2020-07-15",0.18,0.38,117.14,,-57,0.584260300408095,0.829624965409183,0,0,0,1
477,"JBHT","J.B. Hunt Transport Services, Inc.","Nasdaq","Transportation","Trucking Freight/Courier Services",1.08,1596672000,0,0,3,1,2,"2020-07-15",0.83,1.14,37.02,"2020-10-13",-22,1.20475111411316,1.03538007962611,0,1,0,1
478,"YVR","Liquid Media Group Ltd.","Nasdaq","Technology","Computer Software: Prepackaged Software",,0,0,0,0,0,0,"2020-07-15","-","-","-","2020-10-14",0,0.169984136649076,0.443880608607447,1,1,1,1
479,"MRTN","Marten Transport, Ltd.","Nasdaq","Transportation","Trucking Freight/Courier Services",0.16,1600128000,1,1.5,2,0,1,"2020-07-15",0.15,0.22,43.79,"2020-10-15",-62,0.8989211147589,1.19024462812233,0,1,0,0
480,"NKSH","National Bankshares, Inc.","Nasdaq","Finance","Major Banks",1.34,1590019200,0,0,1,0,0,"2020-07-15",0.47,0.46,-2.13,"2020-10-15",55,-0.733068354725365,0.650573361806768,0,1,0,0
481,"NFLX","Netflix, Inc.","Nasdaq","Consumer Services","Consumer Electronics/Video Chains",,0,0,0,17,4,8,"2020-07-15",1.81,1.59,-12.25,"2020-10-14",0,0.938425393893535,1.49011678853389,1,1,1,1
482,"PACW","PacWest Bancorp","Nasdaq","Finance","Major Banks",1,1598572800,0,0,2,0,1,"2020-07-15",0.44,0.28,-36.65,"2020-10-14",-44,-0.64510447954827,0.516179465314952,0,0,1,0
483,"PLBC","Plumas Bancorp","Nasdaq","Finance","Finance Companies",0.48,1596067200,0,0,0,0,0,"2020-07-15","-","-","-",,-15,-0.565460530327377,0.844494515783177,0,0,0,0
484,"TBK","Triumph Bancorp, Inc.","Nasdaq","Finance","Major Banks",,0,0,0,1,1,3,"2020-07-15",0.14,"-","-","2020-10-14",0,-0.589556070056877,0.660003741206588,0,1,1,1
485,"UNB","Union Bankshares, Inc.","Nasdaq","Finance","Major Banks",1.28,1595548800,0,0,0,0,0,"2020-07-15","-","-","-",,-9,-0.495603803253831,0.538982545747547,0,0,0,0
486,"WABC","Westamerica Bancorporation","Nasdaq","Finance","Major Banks",1.64,1596153600,0,0,0,0,0,"2020-07-15",0.65,0.72,10.09,"2020-10-15",-16,-0.161515957434932,0.856385607529796,0,0,0,0
487,"WINA","Winmark Corporation","Nasdaq","Consumer Services","Other Specialty Stores",0.8,1597104000,0,0,0,0,0,"2020-07-15","-","-","-","2020-10-14",-27,0.235047734999382,0.945142744166972,0,0,0,0
488,"ALLY","Ally Financial Inc.","NYSE","Finance","Major Banks",0.76,1596067200,0,0,7,1,2,"2020-07-16",0.28,0.61,121.01,"2020-10-14",-14,-0.4501800142005,0.614296852529761,1,1,1,1
489,"ALV","Autoliv, Inc.","NYSE","Capital Goods","Auto Parts:O.E.M.",,1589760000,0,0,2,0,3,"2020-07-16",-1.03,-1.4,-36.32,"2020-10-23",59,-0.192459584814808,0.78432342698034,1,1,1,1
490,"BLK","BlackRock, Inc.","NYSE","Finance","Investment Bankers/Brokers/Service",14.52,1599091200,0,0,9,0,2,"2020-07-16",6.99,7.85,12.26,"2020-10-13",-49,0.150938416276629,1.13718689660322,1,1,1,1
491,"CFG","Citizens Financial Group, Inc.","NYSE","Finance","Major Banks",1.56,1595894400,0,0,4,0,0,"2020-07-16",0.08,0.53,554.32,"2020-10-16",-12,-0.828621056561697,0.64454409742566,1,1,1,1
492,"FHN","First Horizon National Corporation","NYSE","Finance","Major Banks",0.6,1599696000,0,0,4,0,0,"2020-07-16",0.22,0.2,-9.09,"2020-10-14",-56,-1.06763646589641,0.601567046137238,1,1,1,1
493,"HDB","HDFC Bank Limited","NYSE","Finance","Commercial Banks",,1564531200,0,0,0,0,0,"2020-07-16",0.38,0.5,32.45,,351,0.679643507657987,0.739963673450987,0,0,0,0
494,"KSU","Kansas City Southern","NYSE","Transportation","Railroads",1.6,1599782400,0,0,8,0,3,"2020-07-16",1.12,1.15,2.5,"2020-10-16",-57,-0.931832656460891,0.953114173895801,1,1,1,1
495,"OCN","Ocwen Financial Corporation","NYSE","Finance","Finance: Consumer Services",,935625600,1,0.066666666666667,0,0,0,"2020-07-16",0.15,24.6,16300,"2020-11-03",7630,-0.673800313451265,0.414790290312502,1,1,1,1
496,"RF","Regions Financial Corporation","NYSE","Finance","Major Banks",0.62,1599091200,0,0,3,0,1,"2020-07-16",0.05,-0.25,-590.2,"2020-10-20",-49,-0.933752356434641,0.670983940362703,1,1,1,1
497,"SXT","Sensient Technologies Corporation","NYSE","Basic Industries","Major Chemicals",1.56,1596153600,0,0,0,0,0,"2020-07-16",0.67,0.7,5.26,"2020-10-16",-15,0.013093266493305,0.815694350174317,1,1,1,1
498,"STT","State Street Corporation","NYSE","Finance","Major Banks",2.08,1593475200,0,0,0,2,5,"2020-07-16",1.61,1.88,16.7,"2020-10-16",16,-0.403849605537531,0.85164866023542,1,1,1,1
499,"ATLO","Ames National Corporation","Nasdaq","Finance","Major Banks",1,1596067200,0,0,0,0,0,"2020-07-16","-","-","-",,-14,-1.16299492004723,0.680864741708743,1,1,1,1
500,"BOCH","Bank of Commerce Holdings (CA)","Nasdaq","Finance","Major Banks",0.2,1593388800,0,0,0,0,0,"2020-07-16",0.14,0.23,64.29,"2020-10-16",17,-1.04724738492084,0.628794675462909,1,1,1,1
501,"ERIC","Ericsson","Nasdaq","Technology","Radio And Television Broadcasting And Communications Equipment",0.07,1585699200,0,0,1,0,0,"2020-07-16",0.07,0.1,43.94,,106,0.263046525267222,1.02918462139444,1,0,1,1
502,"TREE","LendingTree, Inc.","Nasdaq","Finance","Finance: Consumer Services",,1355356800,0,0,2,0,2,"2020-07-16",-0.04,0.46,1250,,2772,0.637639765517662,0.785332633038695,1,0,1,1
503,"OFLX","Omega Flex, Inc.","Nasdaq","Capital Goods","Industrial Specialties",1.12,1593648000,0,0,0,0,0,"2020-07-16","-","-","-","2020-10-15",14,0.534754488404031,1.11536556926809,1,1,1,1
504,"PAND","Pandion Therapeutics Inc.","Nasdaq",,,,0,0,0,0,0,0,"2020-07-16","-","-","-",,0,,,0,0,0,0
505,"PVBC","Provident Bancorp, Inc.","Nasdaq","Finance","Savings Institutions",0.12,1595980800,0,0,0,0,0,"2020-07-16",-0.13,0.18,238.46,,-13,-1.01316033400403,0.667504438574685,1,1,1,1
506,"RBCAA","Republic Bancorp, Inc.","Nasdaq","Finance","Major Banks",1.14,1600300800,0,0,0,0,0,"2020-07-16",0.67,0.76,13.43,"2020-10-16",-63,-1.22062342405843,0.678977474715392,1,1,1,1
507,"ACU","Acme United Corporation.","AMEX","Capital Goods","Industrial Machinery/Components",0.48,1593561600,0,0,0,0,0,"2020-07-16",0.79,0.92,16.46,,15,-0.395931705424011,0.980470926212358,1,1,1,1
508,"KFS","Kingsway Financial Services, Inc.","NYSE","Finance","Property-Casualty Insurers",,1244678400,0,0,0,0,0,"2020-07-17","-","-","-",,4054,0.377194186337731,1.11105528575385,1,1,1,1
509,"EMCF","Emclaire Financial Corp","Nasdaq","Finance","Major Banks",1.2,1598832000,0,0,0,0,0,"2020-07-17","-","-","-",,-45,0.309805666349949,0.763082466667043,0,0,0,0
510,"AIR","AAR Corp.","NYSE","Capital Goods","Aerospace",0.3,1585267200,0,0,0,0,0,"2020-07-20",-0.29,0.26,189.97,"2020-12-17",115,-0.512255506063223,0.453360089104229,1,1,1,1
511,"AGR","Avangrid, Inc.","NYSE","Public Utilities","Electric Utilities: Central",1.76,1598832000,0,0,1,0,1,"2020-07-20",0.34,0.32,-4.76,"2020-10-20",-42,1.18147492994657,0.910342627054881,1,1,1,1
512,"CALX","Calix, Inc","NYSE","Consumer Services","Telecommunications Equipment",,0,0,0,1,0,0,"2020-07-20",0.06,0.14,154.55,"2020-10-20",0,0.302706846329215,1.83264601601337,1,1,1,1
513,"CNI","Canadian National Railway Company","NYSE","Transportation","Railroads",1.7,1599523200,0,0,2,0,7,"2020-07-20",1.25,1.28,2.73,,-50,0.575830608724811,0.989344106212968,1,1,1,1
514,"COF","Capital One Financial Corporation","NYSE","Finance","Major Banks",0.4,1596758400,0,0,7,0,1,"2020-07-20",-1.68,-2.21,-31.24,"2020-10-22",-18,-0.358905504879816,0.648307210181638,0,1,1,1
515,"CSL","Carlisle Companies Incorporated","NYSE","Basic Industries","Specialty Chemicals",2.1,1597622400,0,0,1,0,0,"2020-07-20",1.1,1.36,23.75,"2020-10-20",-28,-0.485841907669333,0.74308848717583,1,1,1,1
516,"CIT","CIT Group Inc (DEL)","NYSE","Finance","Major Banks",1.4,1596672000,0,0,2,0,4,"2020-07-20",-0.5,-0.99,-97.6,"2020-10-20",-17,-0.31593280701695,0.473761078144825,0,1,1,0
517,"KO","Coca-Cola Company (The)","NYSE","Consumer Non-Durables","Beverages (Production/Distribution)",1.64,1600041600,0,0,3,0,3,"2020-07-20",0.4,0.42,5,"2020-10-16",-56,-0.020607169720464,0.872664536637879,1,1,1,1
518,"CMA","Comerica Incorporated","NYSE","Finance","Major Banks",2.72,1600041600,0,0,5,0,7,"2020-07-20",0.21,0.8,273.83,"2020-10-20",-56,-0.309565719600285,0.55034983817938,0,1,1,0
519,"GATX","GATX Corporation","NYSE","Consumer Services","Transportation Services",1.92,1600041600,0,0,1,0,0,"2020-07-20",0.94,1.05,11.35,"2020-10-20",-56,-0.075859187863967,0.737354258604487,1,1,1,1
520,"GPK","Graphic Packaging Holding Company","NYSE","Consumer Durables","Containers/Packaging",0.3,1600041600,0,0,1,0,1,"2020-07-20",0.19,0.26,39.78,"2020-10-20",-56,-0.352776520061583,0.876696097913809,1,1,1,1
521,"LMT","Lockheed Martin Corporation","NYSE","Capital Goods","Military/Government/Technical",9.6,1598832000,0,0,1,0,1,"2020-07-20",5.72,5.79,1.21,"2020-10-20",-42,-0.46855285602254,0.943619189800192,1,1,1,1
522,"NBHC","National Bank Holdings Corporation","NYSE","Finance","Major Banks",0.8,1598486400,0,0,0,0,1,"2020-07-20",0.31,0.62,101.3,"2020-10-20",-38,-0.068701301771633,0.751058406287066,0,1,1,1
523,"NVS","Novartis AG","NYSE","Health Care","Major Pharmaceuticals",3.09,1583193600,0,0,0,0,0,"2020-07-20",1.31,1.36,3.98,,139,-0.669045411349351,0.992294531204446,1,1,1,1
524,"REXR","Rexford Industrial Realty, Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",0.86,1601337600,0,0,0,0,1,"2020-07-20",0.09,0.1,17.65,,-71,0.089568470415276,0.909471060327876,1,0,0,0
525,"SNAP","Snap Inc.","NYSE","Technology","Computer Software: Programming, Data Processing",,0,0,0,13,1,4,"2020-07-20",-0.09,-0.09,1.1,"2020-10-20",0,0.256056446795676,1.52404301551081,0,1,0,1
526,"SYF","Synchrony Financial","NYSE","Finance","Finance: Consumer Services",0.88,1596153600,0,0,3,0,4,"2020-07-20",0.15,0.06,-59.46,"2020-10-16",-11,-0.074984489974641,0.622926257964904,0,1,1,1
527,"SNV","Synovus Financial Corp.","NYSE","Finance","Major Banks",1.32,1592352000,0,0,4,0,0,"2020-07-20",0.06,0.23,318.18,"2020-10-20",33,-0.381455461546324,0.541747390123376,0,1,1,0
528,"UBS","UBS AG","NYSE","Finance","Major Banks",0.36,1588723200,0,0,0,0,0,"2020-07-20",0.21,0.33,57.14,,75,0.576388221319312,1.04359181119777,1,1,1,1
529,"USNA","USANA Health Sciences, Inc.","NYSE","Consumer Durables","Specialty Chemicals",,0,0,0,0,0,0,"2020-07-20",1.08,1.32,22.22,"2020-10-20",0,0.662101747596177,1.07436490408401,1,1,1,1
530,"WRB","W.R. Berkley Corporation","NYSE","Finance","Property-Casualty Insurers",0.48,1600041600,0,0,0,0,1,"2020-07-20",0.26,0.06,-76.56,"2020-10-20",-56,0.661192763882345,0.848848879376061,1,1,1,1
531,"AROW","Arrow Financial Corporation","Nasdaq","Finance","Major Banks",1.04,1598918400,0,0,0,0,0,"2020-07-20",0.54,0.61,12.96,"2020-10-19",-43,-0.288810627103819,0.784667185803477,1,1,1,1
532,"ASLN","ASLAN Pharmaceuticals Limited","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-07-20",-0.08,-0.1,-30,,0,-0.907803748494795,1.47783855795996,1,0,1,1
533,"CCBG","Capital City Bank Group","Nasdaq","Finance","Major Banks",0.56,1599782400,0,0,0,0,0,"2020-07-20",0.3,0.55,85.19,"2020-10-27",-53,-0.52877931539631,0.670845708849969,0,1,1,1
534,"CETV","Central European Media Enterprises Ltd.","Nasdaq","Consumer Services","Broadcasting",,0,0,0,0,0,0,"2020-07-20","-","-","-","2020-10-15",0,0.660051965897758,0.823037027429651,1,1,1,1
535,"CCNE","CNB Financial Corporation","Nasdaq","Finance","Major Banks",0.68,1598832000,0,0,0,0,0,"2020-07-20",0.32,0.43,35.65,"2020-10-15",-42,-0.33086435081213,0.539948631953066,0,1,1,0
536,"CBSH","Commerce Bancshares, Inc.","Nasdaq","Finance","Major Banks",1.08,1599091200,0,0,0,1,1,"2020-07-20",0.54,0.34,-36.45,"2020-10-14",-45,-0.519044646649538,0.874977023291698,0,1,1,1
